Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score
092011 Stack Overflow,6672145,What have you tried? Where are you finding a problem?,16,13,13,17,19,A3OW54MEVDKXJL,A3MMLCBV2W3BP9,A3EJ5TT2ZGBIDA,A2BKPNKU3EG41Z,A1Z7WT01G55LDC,0.23329018234011
092011 Stack Overflow,8569356,Usually compilers should generate a good code for such algorithms. Did you check what assembly a C compiler is generating?,20,15,9,20,15,A2TMSM19YCEXLE,A28TXBSZPWMEU9,A872FSFU7WV6W,A1HBDQ0BJQBA4Q,A34M93NJC830DP,0.6312372453058893
092011 Stack Overflow,3968467,"""Cant see the error"" ? You mean your compiler crashes as badly on this code that you even can't tell us what he is complaining about?",5,14,13,5,5,A233ONYNWKDIYF,AYG3MF094634L,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A125P73OQSRNI5,-1.5258712056846406
092011 Stack Overflow,8545541,"You want to compress strings from argv, really?  Or do you mean you want to treat argv's elements as names of files to compress, like gzip the program does?",20,9,9,15,11,ATHS9GUME1XCA,A233ONYNWKDIYF,AE68VBES5HIPY,A3OY0OL2M0HUTT,A38EGQEYZHRQNC,-0.6831277764052842
092011 Stack Overflow,687538,"When I run the code I am able to select store and that validation is good, however when I enter in a purchase amount I get invalid message and am still able to enter in the negative values. Not sure if there is an issue with my while statement?",19,13,14,17,20,ATHS9GUME1XCA,A233ONYNWKDIYF,AE68VBES5HIPY,A3OY0OL2M0HUTT,A38EGQEYZHRQNC,0.2369665167029485
092011 Stack Overflow,6159226,"@cHao Actually, i tried using select, but couldn't make it work. Can you give an example?",20,11,17,12,16,AO5E3LWBYM72K,A14TK8NCD4CUN1,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,A39FH0T1NKKMVO,-0.062941586783198
092011 Stack Overflow,4465548,Delimiters corresponding to what?  What are you trying to do?,14,13,8,21,16,AYG3MF094634L,A1EFWZTCRESQ0K,A1F4D2PZ7NNWTL,A2MOSNEX4E7G1P,AP6784DKV31O6,-0.2062702898387728
092011 Stack Overflow,6573514,"BTW you typo'd the declaration of `bytes_read`. And what on earth is ""incertitude""?",9,9,4,1,6,A2UFD1I8ZO1V4G,A1G05O3HM7DNVZ,A2BKPNKU3EG41Z,A3DKR227NQCH4X,A39FH0T1NKKMVO,-2.1081227578958277
092011 Stack Overflow,2423051,Too vague - explain what you expect the contents of the array to be afterwards - give a concrete example. Possibly also needs a homework tag ?,8,11,17,20,6,A1C9RMT7PMKWVA,ARYGQ46IMW8AU,A3EJ5TT2ZGBIDA,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,-0.6436836058555729
092011 Stack Overflow,2203316,"This isn't the solution BUT, You can't assign values to a NULL pointer as you do in the start of tree_add IF the tree pointer is NULL, also you do not return any pointer from the function even though you specified that the tree_add function should return something?",9,17,13,18,17,A1133ON5ALJKXJ,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,-0.1176044258341782
092011 Stack Overflow,8543576,@omri yes you are right... I have applied the logic acc. to what I thought is right if somebody could tell me what's wrong I have done ?????,17,11,13,5,11,A3H8M155NBFE1L,A2NPNKSW89BODS,A1HBDQ0BJQBA4Q,A3DKR227NQCH4X,A3OY0OL2M0HUTT,-0.4623747478110887
092011 Stack Overflow,7119559,"Please specify the platform you are compiling on, and also specify the command line options to the compiler that you're using.  Is `-std=c99` one of the options, for example?",17,16,18,13,13,A3RP70I4XDGOIS,A2AE4MZVUX9JPX,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,AO3XB5I5QNNUI,0.8440180447834515
092011 Stack Overflow,1606188,"What if I want to have another while loop within the main and split the record even further? I've noticed that then the first loop doesn't loop beyond just the first iteration, why?",9,17,17,10,18,A3OW54MEVDKXJL,AO3XB5I5QNNUI,A3EJ5TT2ZGBIDA,AFHAH1BIN51GI,A1Z7WT01G55LDC,0.0081671845891834
092011 Stack Overflow,8711395,What platform? VisualC(++)/gcc/ANSI C?,13,11,17,13,5,AQRI1E9W5268O,A14TK8NCD4CUN1,AO3XB5I5QNNUI,A3EJ5TT2ZGBIDA,A3DKR227NQCH4X,-0.3110816885312274
092011 Stack Overflow,2865298,"You could have forgotten an include that defined a type, forgotten a smicolon, lots  of things. Can you paste the code 10 lines before and after the location that the error indicates?",17,16,16,24,5,A233ONYNWKDIYF,A14TK8NCD4CUN1,A17G2LOYX7WQZ,A1KC138MX47DXA,A3OY0OL2M0HUTT,0.5329740741956193
092011 Stack Overflow,2237345,The nth letter? Is this the Roman version of the Fibonacci sequence?,13,15,15,13,13,A2UFD1I8ZO1V4G,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,A3OY0OL2M0HUTT,A1Z7WT01G55LDC,-0.3941291575721385
092011 Stack Overflow,3901350,I'm always amazed at how many questions are similar to this. Are people itching to write code like this?,10,7,9,13,13,A1ZHP80O13CEUI,ARYGQ46IMW8AU,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,A3OY0OL2M0HUTT,-1.1215481705009034
092011 Stack Overflow,4580396,"Maybe the ""junk"" servers a purpose to the application? What if you SETTEXT without the junk?",17,17,14,15,9,APEJ17EE0VDDT,A1UZ2DD6L6DGHT,AYG3MF094634L,A14TK8NCD4CUN1,A2BKPNKU3EG41Z,0.0496961187569916
092011 Stack Overflow,8080207,"Good question, worded poorly. Might want to try rephrasing it?",18,9,9,4,14,A28TXBSZPWMEU9,A2YNPKYEFDZ6C9,A3TXO6RKFIDFUV,A2BKPNKU3EG41Z,A2WGBPEN45GJNF,-0.6822217658287659
092011 Stack Overflow,5677582,no way! can you show us the entire loop?,10,14,17,16,18,AZJOGRB07OS28,AYG3MF094634L,A2WRP1KHK1UU7L,A34NDXO56MBC3D,A39FH0T1NKKMVO,0.48723437568655
092011 Stack Overflow,4774789,"By literal value, do you mean the string? Or the ascii integer value?",13,17,21,13,13,A23FB7HE970AZJ,AP6784DKV31O6,A3DKR227NQCH4X,A39FH0T1NKKMVO,A34M93NJC830DP,0.2677441462077315
092011 Stack Overflow,1575540,"Generally, I'd anticipate a code bug. Can you paste in your FD_SET and your select calls please?",21,25,21,14,22,A233ONYNWKDIYF,A2Y0ZGI29KQBTB,A1EFWZTCRESQ0K,A2BKPNKU3EG41Z,A1HBDQ0BJQBA4Q,1.6876249803367138
092011 Stack Overflow,4958871,"Why is your code stored in a `.cpp` (C++) file, while the question is about C? So, what is it C++ or C?",9,14,13,12,9,A233ONYNWKDIYF,AYG3MF094634L,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A125P73OQSRNI5,-0.5438572365249367
092011 Stack Overflow,5159746,I added commentary. Does that explain what happens now?,9,14,15,7,11,A23FB7HE970AZJ,A14TK8NCD4CUN1,A125P73OQSRNI5,A3EJ5TT2ZGBIDA,A1KC138MX47DXA,-0.8429268267202196
092011 Stack Overflow,7279677,Explain what you mean by non-smaller? You mean bigger?,13,9,13,17,14,A2UFD1I8ZO1V4G,A233ONYNWKDIYF,AYG3MF094634L,A320SR22MPGY17,A39FH0T1NKKMVO,-0.2980916460951487
092011 Stack Overflow,1189657,Yes the second for loop has no braces as it contains a single statement within it. Is the time complexity of the above O(n^1.5) ?,13,13,13,21,14,A1133ON5ALJKXJ,A3MMLCBV2W3BP9,A3TXO6RKFIDFUV,A3KL0CPDH3AJ9Z,A39FH0T1NKKMVO,0.22851857095563
092011 Stack Overflow,1856997,"Actually it's probably a structure. I bet you declared `struct mystruct { int something; }` and then tried `struct mystruct myobj` followed by a `myobj->something` when you meant `myobj.something`, right?",19,13,9,17,13,A3G9MSZVWB7W42,A23FB7HE970AZJ,A320SR22MPGY17,A3DGKW5JY87RCH,A21TVGREPIDWBV,0.0228571679115851
092011 Stack Overflow,4374985,"@g0d1anier: I'm just curious, is there a reason you want to use multithreading for this? It seems to me that your program will be completely I/O bound so you're adding a lot of complexity for little benefit?",9,15,9,9,21,A233ONYNWKDIYF,A28TXBSZPWMEU9,A1G05O3HM7DNVZ,A1WVVULO7SS6AY,A312BVGKE6BAS5,-0.2284570981353563
092011 Stack Overflow,3624108,"I haven't ever experience `GetClientRect` returning anything but the full client rectangle, no matter what overlaps it or if it is fully on-screen.  Are you sure?",15,17,21,13,16,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,ARJ44YPGA2FPK,A2WGBPEN45GJNF,A39FH0T1NKKMVO,0.4370727151537671
092011 Stack Overflow,7775249,"Are you trying to write a standalone program to invert matrices or write a `transpose` function as part of a bigger program?  If it's a standalone program, how is your program supposed to get its input and output?",9,10,14,18,13,A3H8M155NBFE1L,A1BS64O3JY0YJ4,A33SMNMTMIOJ6T,A2WGBPEN45GJNF,A39FH0T1NKKMVO,-0.252146658702593
092011 Stack Overflow,5385882,Are you saying this doesn't compile elsewhere? Ie this is xcode specific?,13,13,13,16,13,A3H8M155NBFE1L,A28TXBSZPWMEU9,A320SR22MPGY17,A39FH0T1NKKMVO,A34M93NJC830DP,0.0079029761516079
092011 Stack Overflow,6346862,Can someone include `getpid()` in the picture? `getpid()` in child returns 0?,17,13,13,16,15,AO2NFSIXUL5MT,A3SMTP08PPXDWA,AO3XB5I5QNNUI,A1F4D2PZ7NNWTL,A3TXO6RKFIDFUV,0.3533544888582188
092011 Stack Overflow,4999193,do you mean assembly code?  and you want a self modifying application?,16,13,19,18,18,A33SMNMTMIOJ6T,A1M1T2EF4Y2IW8,A1KC138MX47DXA,A2BKPNKU3EG41Z,A2WGBPEN45GJNF,0.6015463566760959
092011 Stack Overflow,4347967,How do you compare strings? strcmp()?,13,13,12,21,17,A2WKPCZU4U110T,A233ONYNWKDIYF,A14TK8NCD4CUN1,A17G2LOYX7WQZ,A320SR22MPGY17,0.2530346678994554
092011 Stack Overflow,2329118,Is the asterisk really an asterisk in the source code? Or just a wildcard?,17,21,13,16,13,A26GZ6M5B80ZZQ,A3E157ZN8XPUKJ,A1EFWZTCRESQ0K,A1F4D2PZ7NNWTL,A1HBDQ0BJQBA4Q,0.1433057259159697
092011 Stack Overflow,4127821,"""remove all 0's and 1's"". So if your int is 2107900000 you want to get 279?",13,13,13,13,13,AYG3MF094634L,ARYGQ46IMW8AU,A3MMLCBV2W3BP9,A3TXO6RKFIDFUV,A2WGBPEN45GJNF,-0.3492715049923125
092011 Stack Overflow,7906849,"Can you compile for 64 bits? If not, can you tell the compiler that your EXE supports up to 4GB?",13,13,19,13,14,A3UN57EC5AXY1Z,A14TK8NCD4CUN1,A3EJ5TT2ZGBIDA,A872FSFU7WV6W,A3OY0OL2M0HUTT,0.2022861653849933
092011 Stack Overflow,8167592,@Praetorian: You had me into tears. I agree to you but is that going to help me with my question?,6,13,5,2,10,A1UIH2IMG9DV95,A2UFD1I8ZO1V4G,A23FB7HE970AZJ,A872FSFU7WV6W,A1F4D2PZ7NNWTL,-1.2943215782663435
092011 Stack Overflow,8107032,Wow! Trivial answer converted to comment! Is this new?,14,5,5,12,5,A233ONYNWKDIYF,A14TK8NCD4CUN1,A1KC138MX47DXA,A34M93NJC830DP,A321FJYVTX5WP9,-1.5168944462356388
092011 Stack Overflow,1270515,I don't understand what's wrong with the standard C pre-processor. Can you clarify?,21,17,16,13,24,A1LZIWJ3V05K3H,APEJ17EE0VDDT,A1F4D2PZ7NNWTL,A34M93NJC830DP,A321FJYVTX5WP9,0.7480176672982725
092011 Stack Overflow,2431337,"yea, that code was crufty.. see the latest edit. it is still crashing when accessing the new array..perhaps the \0 characters are getting lost in the shuffle?",17,15,15,7,13,A2UFD1I8ZO1V4G,A33SMNMTMIOJ6T,A39FH0T1NKKMVO,A312BVGKE6BAS5,A28WCYNS229OHH,0.0487917674328216
092011 Stack Overflow,6640171,what type is curr_time2? What data type does get_time_in_seconds() return?,21,13,17,12,13,A1LZIWJ3V05K3H,A3B5ZWLZFI90WM,A1G05O3HM7DNVZ,A14TK8NCD4CUN1,A3TXO6RKFIDFUV,0.1885812636159568
092011 Stack Overflow,8690975,why not `fprintf`? is this a homework?,9,13,12,11,13,A233ONYNWKDIYF,A28TXBSZPWMEU9,A14TK8NCD4CUN1,A34M93NJC830DP,A321FJYVTX5WP9,-0.5019606520045492
092011 Stack Overflow,4753125,"i can input number, number1. skips to letter2 why?",13,9,7,13,17,A2UFD1I8ZO1V4G,AQRI1E9W5268O,A2OXXHGAM7B0Y,A233ONYNWKDIYF,A3E157ZN8XPUKJ,-0.7512647964288425
092011 Stack Overflow,4026544,You don't have any call to `fork()` in your sample program. Is this intentional?,14,13,13,5,15,AYG3MF094634L,A1ZHP80O13CEUI,A28TXBSZPWMEU9,A1G05O3HM7DNVZ,A125P73OQSRNI5,-0.4438579511959696
092011 Stack Overflow,5884584,Pipes are IPC tools. Where's your other process?,13,13,13,21,15,A2UFD1I8ZO1V4G,A23FB7HE970AZJ,A3MMLCBV2W3BP9,A3DKR227NQCH4X,A39FH0T1NKKMVO,0.182135329408485
092011 Stack Overflow,3086460,I think he is talking about the variable length arrays that were added to C in the C99 revision of the language. Is that correct aaa?,16,25,15,18,16,A3RP70I4XDGOIS,A1133ON5ALJKXJ,A28TXBSZPWMEU9,A17G2LOYX7WQZ,A2WGBPEN45GJNF,0.8483515993576092
092011 Stack Overflow,4647877,how much have you studied yet? Do you want specific questions?,6,9,12,13,13,A3RP70I4XDGOIS,A2Y2ZBYDK9ZMEB,A1G9ZIBMV5PLE2,A1UZ2DD6L6DGHT,A3TXO6RKFIDFUV,-0.9137713247173443
092011 Stack Overflow,2405526,two programs (processes) and two threads are completely different sets of beasts. which do you mean?,12,17,12,15,13,A23FB7HE970AZJ,A3OW54MEVDKXJL,A28ZB4ZB13BWAI,AD1IH74UX9IAI,A1Z7WT01G55LDC,-0.038379701771343
092011 Stack Overflow,4177418,Can we see the function that creates the output? And the output itself?,17,17,18,17,15,A2UFD1I8ZO1V4G,A1KYGP10BH4FXU,A3EJ5TT2ZGBIDA,AD1IH74UX9IAI,A39FH0T1NKKMVO,0.9080965511589024
092011 Stack Overflow,1440074,"When the breakpoint 'activates' is the `struct frame` in scope? Do you have more variables named `Frame`, possibly static to another translation unit or local to some function ... ?",17,18,14,15,9,A3OW54MEVDKXJL,A125P73OQSRNI5,AD1IH74UX9IAI,A39FH0T1NKKMVO,A321FJYVTX5WP9,0.2321716936535107
092011 Stack Overflow,2133903,"Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to ""re-convert"" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`?",19,8,9,5,5,A2TMSM19YCEXLE,A1KYGP10BH4FXU,A3E157ZN8XPUKJ,A3TXO6RKFIDFUV,A34M93NJC830DP,-2.0008184225845
092011 Stack Overflow,7412114,@Francesco: Why are you so against sharing the errors that you are seeing. Why don't you get that they are helpful?,5,11,5,1,10,A1ZHP80O13CEUI,A28TXBSZPWMEU9,A2BKPNKU3EG41Z,A1CZL2FSMCKTTH,A39FH0T1NKKMVO,-2.0886157533158727
092011 Stack Overflow,2487989,"Let's talk about the error in a little bit more detail, Sergey. What is the output you get and what is the output you expect?",15,14,13,17,16,AYG3MF094634L,A28TXBSZPWMEU9,A3MMLCBV2W3BP9,AO3XB5I5QNNUI,A3EJ5TT2ZGBIDA,0.5456086964950743
092011 Stack Overflow,3744988,Are you running in user mode or kernel mode?  Direct manipulation of the IDT is definitely not supported under Windows - what are you trying to do?,13,13,9,14,13,A2UME0TSE7N41G,A2UFD1I8ZO1V4G,A1G05O3HM7DNVZ,A14TK8NCD4CUN1,A34M93NJC830DP,-0.1594209511092581
092011 Stack Overflow,6516766,"I don't see any inherent problem with what you have done above, and it looks like no one else sees anything, either; can you post more code?   How certain are you that the setfault happens at that particular waitall?",25,17,15,15,13,A1LZIWJ3V05K3H,A3OW54MEVDKXJL,A1F4D2PZ7NNWTL,A34NDXO56MBC3D,A34M93NJC830DP,0.5519559355043607
092011 Stack Overflow,1749220,Why doesn't it compile?  What errors are you getting?,13,15,13,16,13,APEJ17EE0VDDT,ARYGQ46IMW8AU,A28TXBSZPWMEU9,A2BKPNKU3EG41Z,A3OY0OL2M0HUTT,-0.0700345973685041
092011 Stack Overflow,6780642,"Other than a missing declaration of 'ss', the code you've provided will get the address of a member of a structure. Can you provide more detail on what isn't working for you?",18,17,16,20,21,A3R637QBE0IXDF,A233ONYNWKDIYF,A28TXBSZPWMEU9,AP6784DKV31O6,A3DKR227NQCH4X,1.031305535401405
092011 Stack Overflow,5797611,"Is this homework?  If so, could you please tag it as such?",9,15,21,20,7,A3T68OBEBCKJF7,A2OXXHGAM7B0Y,A3E157ZN8XPUKJ,A3EJ5TT2ZGBIDA,A34M93NJC830DP,-0.2191251004193724
092011 Stack Overflow,4084060,"In addition to reformatting, can you try to provide some more info? Where are you stuck, what's going wrong?",17,15,17,13,15,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A1G05O3HM7DNVZ,AO3XB5I5QNNUI,A2BKPNKU3EG41Z,0.5084190760826415
092011 Stack Overflow,6910055,"Seems like a roundabout way to get an address structure to me. Why not just pass ""2a00:1450:8006::68"" to `getaddrinfo`?",20,9,11,11,10,A3E157ZN8XPUKJ,A3OW54MEVDKXJL,A3MMLCBV2W3BP9,A125P73OQSRNI5,A39FH0T1NKKMVO,-0.7499454015336082
092011 Stack Overflow,3488059,"@Thanatos: Interesting, however that statement implies that there are no multibyte string encodings that have embedded null bytes? Is that correct?",18,13,18,18,21,A2WKPCZU4U110T,A233ONYNWKDIYF,A14TK8NCD4CUN1,A17G2LOYX7WQZ,A320SR22MPGY17,1.1389065188083762
092011 Stack Overflow,2125135,"Sorry, the question was not 'Is this correct, or what is correct?' it was 'Why does this work?'",9,20,15,18,1,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A17G2LOYX7WQZ,A3DKR227NQCH4X,-0.2652619712450561
092011 Stack Overflow,2488450,Which call to Print fails?  The first call?,15,13,18,16,11,A14TK8NCD4CUN1,A872FSFU7WV6W,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,A2BKPNKU3EG41Z,0.3535110035852606
092011 Stack Overflow,5067126,More likely than not it has to do with the way visual studio optimizes the loops. Can you post the generated assembly?,13,13,13,19,16,A2USG66RL7MM4E,A28TXBSZPWMEU9,A14TK8NCD4CUN1,A2BKPNKU3EG41Z,AP6784DKV31O6,0.3418327251587803
092011 Stack Overflow,483673,Why would they be apart *without* optimization? I would imagine that the optimization is that space is allocated for both in advance?,14,21,16,13,9,AYG3MF094634L,AGFHIO3UKJ9EF,A3DGKW5JY87RCH,A34M93NJC830DP,AFHAH1BIN51GI,0.1055071487406194
092011 Stack Overflow,2367094,"When you say ""`buf` is a string"", do you mean it's already a `char*`? And you're casting its address to type `const char*`?",13,13,9,15,21,A150DDNTD7AMA7,A3MMLCBV2W3BP9,AO3XB5I5QNNUI,A2BKPNKU3EG41Z,A1ENSE1MG07XO7,0.0950593623991572
092011 Stack Overflow,6690566,"I'm still confused, unfortunately. Specifically, what could I do if I wanted to read the third line, for example?",13,13,20,13,17,A28TXBSZPWMEU9,AO3XB5I5QNNUI,A17G2LOYX7WQZ,ACQ5ARKNBGZKY,A2BKPNKU3EG41Z,0.3249563635395459
092011 Stack Overflow,6203259,@aroth: Ouch. Don't you ever need to view side-by-side diffs?,13,9,13,17,17,A416CQ0FIDNFT,A3OW54MEVDKXJL,A28TXBSZPWMEU9,A3MMLCBV2W3BP9,A1KC138MX47DXA,-0.0636719296787601
092011 Stack Overflow,3571090,I see. Was it talking about that one specifically? :),21,20,17,18,25,A3G9MSZVWB7W42,ATHS9GUME1XCA,A2BKPNKU3EG41Z,A2WGBPEN45GJNF,AFHAH1BIN51GI,0.8368981791325597
092011 Stack Overflow,7165859,"By ""implementing square"", do you mean implementing a function such that `f(x) = x^2`, or `f(x) = x`? Also, what is the precise list of operators you are not allowed to use?",17,13,14,17,15,A2UFD1I8ZO1V4G,A233ONYNWKDIYF,AYG3MF094634L,A320SR22MPGY17,A39FH0T1NKKMVO,0.4919915125502895
092011 Stack Overflow,3979231,Is there a particular reason you need it in binary format? Could you not use simple text output?,21,9,13,14,15,A3E157ZN8XPUKJ,A3OW54MEVDKXJL,A3MMLCBV2W3BP9,A125P73OQSRNI5,A39FH0T1NKKMVO,-0.1176249467312816
092011 Stack Overflow,4178365,"If the struct is redefined, then everything that uses it's definition needs to be recompiled.  Is there a rebuild of all modues that know about the struct?",13,15,13,13,13,A2UFD1I8ZO1V4G,A33SMNMTMIOJ6T,A233ONYNWKDIYF,A1YTORM6422BH5,A2WNASUFKMJEW8,0.1779377746465471
092011 Stack Overflow,7269218,The title says 8088 and the tags say 8086. Which one do you need?,13,10,15,13,21,AYG3MF094634L,A17G2LOYX7WQZ,A39FH0T1NKKMVO,A34M93NJC830DP,A3OY0OL2M0HUTT,-0.1767137693141454
092011 Stack Overflow,2044473,"I've clarified the question, thanks ax. @runrunraygun: What is a community wiki?",16,25,15,25,20,A1GGOZPHYU0OC0,A3MMLCBV2W3BP9,A14TK8NCD4CUN1,AO3XB5I5QNNUI,A1F4D2PZ7NNWTL,2.0878928421978147
092011 Stack Overflow,2156611,Paws__List is intended to be a _copy_ of List? not a reference or some sort of alias?,11,21,15,9,13,AL97SCCNKZILP,A3E157ZN8XPUKJ,A2OTEOJC764LEP,A14TK8NCD4CUN1,A2GSW5RBAT5LQ5,-0.2866872616788516
092011 Stack Overflow,3395669,What about a function like safe_free(void* ptr) { free(ptr); ptr = NULL; } or something like that?  Or what about some kind of struct wrapper and functions to manipulate it?,17,13,13,13,15,A1UIH2IMG9DV95,A2UFD1I8ZO1V4G,A23FB7HE970AZJ,A872FSFU7WV6W,A1F4D2PZ7NNWTL,0.2523522530299965
092011 Stack Overflow,505256,"The first (slightly stupid ;) ) question that comes to my mind is, do you really need to run as root? Or just need root access to some other stuff that you could sudo to, or use setuid rights to?",9,12,9,19,21,A1K8E2E0HHRZ4S,A2NPNKSW89BODS,A233ONYNWKDIYF,A150TBAWIYV8J4,A39FH0T1NKKMVO,0.348536506772346
092011 Stack Overflow,7517273,I know little about compilers. Isn't cygwin just a compiler?,17,11,9,13,17,A3FHCACAJU25J6,A2AE4MZVUX9JPX,A17NUCNTE4BJK6,A3TXO6RKFIDFUV,A2WGBPEN45GJNF,-0.1925892688853077
092011 Stack Overflow,76707,Why? 99% of the time you can convert well written C code to C++ code by just changing the compiler setting. Why not start using C++ code?,9,7,8,13,10,A2PXJTMWGUE5DC,A14TK8NCD4CUN1,A125P73OQSRNI5,A3689IWHIHX69E,A39FH0T1NKKMVO,-1.305840215076431
092011 Stack Overflow,4947160,Your code will result in 0.5. So what's your problem?,9,12,6,17,9,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A3EJ5TT2ZGBIDA,A2BKPNKU3EG41Z,AP6784DKV31O6,-1.3155771334259598
092011 Stack Overflow,6106057,"What exactly have you tested? You tested for the value you expect, I understand?",18,13,13,14,9,ARYGQ46IMW8AU,AO3XB5I5QNNUI,A2WGBPEN45GJNF,A150TBAWIYV8J4,A28WCYNS229OHH,-0.0675095792337337
092011 Stack Overflow,5104814,Implicit `int`? Two returns in one method?,15,17,13,13,21,A33SMNMTMIOJ6T,A1F4D2PZ7NNWTL,A2WGBPEN45GJNF,A3DKR227NQCH4X,A38EGQEYZHRQNC,0.2739099832624043
092011 Stack Overflow,3135047,"It may be redundant in source, but is it redundant in binary? Is it a good practice to always check code like this because although all statements depend on the ones before them (in program flow), the program flow may change from any number of sources?",17,13,13,21,15,A2UFD1I8ZO1V4G,A23FB7HE970AZJ,A3MMLCBV2W3BP9,A3DKR227NQCH4X,A39FH0T1NKKMVO,0.509016995384515
092011 Stack Overflow,5792826,What is `a`? Is there a value or just 0?,17,13,17,15,11,A3I83CQLOZRO79,A2PXJTMWGUE5DC,A320SR22MPGY17,AP6784DKV31O6,A3CGUAC9NBOHSE,0.2745974948029096
092011 Stack Overflow,6202753,do you include libfoo.h in libfoo.cpp? If you do an `nm` on the libfoo.a do you have the c++ name for the foobar() function?,13,13,13,13,15,A1BS64O3JY0YJ4,AL97SCCNKZILP,AYG3MF094634L,A2BKPNKU3EG41Z,A39FH0T1NKKMVO,-0.1490546715379721
092011 Stack Overflow,5549099,"This looks right, and works for me. What do you see?",17,19,11,16,15,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A14TK8NCD4CUN1,AP6784DKV31O6,A34M93NJC830DP,0.8607644195367086
092011 Stack Overflow,613574,Why not K&R? Was this just an excuse to bad-mouth some books you didn't like?,4,17,1,9,17,A28TXBSZPWMEU9,A3EJ5TT2ZGBIDA,ACQ5ARKNBGZKY,A1HBDQ0BJQBA4Q,AP6784DKV31O6,-1.7696948196579736
